PARTID,ReligFraim,defect,Condition,gen,age,edu,ethnic,ethnic_TEXT,Nationality,lang,income,SC,FC,relig,CompFail1,CompFail2,CompFail3,CompFail4,CompFail1B,CompFail2B,CompFail3B,CompFail4B,TG_DV,Free_list,1st,LIST1,2nd,LIST2,3rd,LIST3,4th,LIST4,5th,LIST5,6th,LIST6,7th,LIST7,8th,LIST8,9th,LIST9,10th,LIST10,11th,LIST11,12th,LIST12,13th,LIST13,14th,LIST14,15th,LIST15,16th,LIST16,17th,LIST17,relig_chage,relig_chage_TEXT,new_Relig,new_Relig_TEXT,belief_levelChange,unsure_god,relig_service,pray,relig_text,god_belife,relig_tradition,god_experience,what_we_lookingat,were the Qs respect,changes to Qs,these_kinds_study,these_kinds_contin,Real
R_2DV97oqUt4pWy4h,0,0,3,1,40,4,1,NA,usa,english,1,2,5,1,1,1,3,2,NA,NA,NA,NA,50,Sin / lying / depravity / theft / false gods / murder / greed / envy / lust / porn / crime / atheism / ,Sin,Sin,lying,Dishonesty,depravity,Immorality,theft,Theft,falsegods,Idolatry,murder,Murder,greed,Greed,envy,Envy,lust,Lust,porn,Pornography,crime,Crime,atheism,Atheism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,9,1,8,10,7,10,10,5,Compare demographic info with money decisions.,Yes,None come to mind.,1000,3,6
R_2EcyNwWxnHTwC9k,1,0,2,2,25,5,2,NA,American,English,7,3,2,1,1,1,3,2,NA,NA,NA,NA,50,Sex / Judgmental people / Cruel people / Manipulative people / Con artist / Bad parents / Bad teachers / Users / Government  / Bullies,Sex,Sex,Judgmentalpeople,Judgemental,Cruelpeople,Cruelty,Manipulativepeople,Manipulation,Conartist,Dishonesty,Badparents,Bad Parents,Badteachers,Bad Teachers,Users,Users,Government,Government,Bullies,Bullying,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,3,9,8,6,9,6,4,4,Beliefs,Yes,No,400,2,6
R_2EEJNDxIy1ZE1xE,1,0,1,2,30,5,5,NA,usa,english,9,6,5,1,1,1,3,2,NA,NA,NA,NA,50,murder / selfishness / bigotry / sexism / gluttony / environmental destruction / adultery / terrorism / child abuse / animal cruelty / ,murder,Murder,selfishness,Selfishness,bigotry,Bigotry,sexism,Sexism,gluttony,Greed,environmentaldestruction,Environment,adultery,Adultery,terrorism,Terrorism,childabuse,Child Abuse,animalcruelty,Abusing Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,4,6,5,2,1,7,4,1,whether we would make different decisions based on how different the other person was?,"Yes, I felt it was respectful",not that I can think of,850,3,5
R_2EEncPiTErfP77d,0,0,3,2,46,5,1,NA,american,english,9,6,3,1,1,1,3,2,NA,NA,NA,NA,50,hate / envy / cruelty / disrespect / greed / selfishness / anger / rudeness / impatience / inconsideration / laziness,hate,Hatred,envy,Envy,cruelty,Cruelty,disrespect,Disrespectful,greed,Greed,selfishness,Selfishness,anger,Anger,rudeness,Rudeness,impatience,Impatience,inconsideration,Inconsiderate,laziness,Laziness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,4,8,7,5,3,2,3,1,fairness and equality,yes,no,1000,1,5
R_2ipnProH2O8awsp,0,0,1,1,34,5,1,NA,American,English,9,4,4,1,1,1,3,2,NA,NA,NA,NA,50,sin / murder / lies / sex before marraige / swearing / not praying  / abortion / tattoos and piercings  / drugs and alcohol / stealing / ,sin,Sin,murder,Murder,lies,Dishonesty,sexbeforemarraige,Premarital Sex,swearing,Cursing,notpraying,Not Praying,abortion,Abortion,tattoosandpiercings,Tattoos/Piercings,drugsandalcohol,Drugs/Alcohol,stealing,Theft,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,1,10,1,1,1,1,1,1,to see if religion plays a part in the choices you make on giving money in the test. ,yes,nope,1000,2,6
R_2OJTQrMuhhLcgl3,0,1,1,2,32,6,1,NA,American,American English,5,7,6,1,1,1,3,2,NA,NA,NA,NA,50,selfishness / cruelty / racism / sexism / bigotry / abuse / killing / rape / cheating / lying,selfishness,Selfishness,cruelty,Cruelty,racism,Racism,sexism,Sexism,bigotry,Bigotry,abuse,Abuse,killing,Murder,rape,Rape,cheating,Cheating,lying,Dishonesty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,9,3,4,10,4,10,9,3,to see if we would respond positively to someone else if they identified the same way we did,yes,no,3500,3,1
R_2PdneFEL75xMar6,0,1,1,2,34,5,1,NA,US,English,3,5,5,1,1,1,3,2,NA,NA,NA,NA,50,"Being mean, unkind, unfaithful, disrespectful, immoral, selfish, money hungry, cheating, lying, and rude.",Beingmean,Cruelty,unkind,Cruelty,unfaithful,Unfaithful,disrespectful,Disrespectful,immoral,Immorality,selfish,Selfishness,moneyhungry,Love of Money,cheating,Cheating,lying,Dishonesty,andrude.,Rudeness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,7,7,5,7,5,7,7,3,Judgements on Christians,Yes,No,5500,3,2
R_2Pecrtu4aQWJIeN,1,0,4,2,67,6,1,NA,usa,english,7,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,arrogance / pride / greed / lying / religious apathy / exploiting others / racism / envy / laziness / cheating / false worship / idolatry / murder / stealing / ,arrogance,Arrogance,pride,Pride,greed,Greed,lying,Dishonesty,religiousapathy,Atheism,exploitingothers,Exploitation,racism,Racism,envy,Envy,laziness,Laziness,cheating,Cheating,falseworship,Idolatry,idolatry,Idolatry,murder,Murder,stealing,Theft,NA,NA,NA,NA,NA,NA,1,NA,9,nominal Christian,10,3,8,10,10,10,9,3,Both tasks seem unrelated so I am really not sure.,"Yes, I had no problem with any of the questions.",I don't know as I am not sure what you were after.,900,3,NA
R_2pMHCxyrbhiGrlI,1,0,4,2,36,4,1,NA,American,English,9,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,sin / unbelief / hatred / anger / dishonesty / murder / adultery / abortion / divorce / idolatry / homosexuality / depravity / lewdness / course talk / vulgarity /  / ,sin,Sin,unbelief,Unfaithful,hatred,Hatred,anger,Anger,dishonesty,Dishonesty,murder,Murder,adultery,Adultery,abortion,Abortion,divorce,Divorce,idolatry,Idolatry,homosexuality,Homosexuality,depravity,Immorality,lewdness,Lewdness,coursetalk,Cursing,vulgarity,Cursing,NA,NA,NA,NA,2,NA,1,NA,10,3,8,10,10,10,10,5,religious beliefs,yes,no,500,3,NA
R_2QA4LV3bjJCdbNB,1,1,2,2,31,5,1,NA,US,English,7,3,5,1,1,1,3,2,NA,NA,NA,NA,0,greed / selfishness / revenge / dishonesty / malice / prejudice / hatred / betrayal / arrogant / rude,greed,Greed,selfishness,Selfishness,revenge,Revenge,dishonesty,Dishonesty,malice,Malice,prejudice,Prejudice,hatred,Hatred,betrayal,Betrayal,arrogant,Arrogance,rude,Rudeness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,5,2,7,8,4,9,7,3,"This study is about attitudes, religious beliefs and how these things affect my decision in the money game.","Yes, i think they were quite fair and we, the participants, aren't being limited in our decision.",i think respect between other religions would be a good addition. ,2000,3,4
R_2qwnuZ8QwqbmWGJ,1,1,1,2,26,5,5,NA,American,English,6,4,4,1,2,2,2,3,2,3,3,2,50,"lying, cheating, judging, killing, cruelty, fighting, using, forcing, pretending, not believing",lying,Dishonesty,cheating,Cheating,judging,Judgemental,killing,Murder,cruelty,Cruelty,fighting,Violence,using,Exploitation,forcing,Forcing,pretending,Hypocrisy,notbelieving,Atheism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,8,1,8,9,6,10,9,4,Beliefs on religion,yes. ,no,1000,3,6
R_2QzHKiMoJQKxqnZ,0,1,2,2,36,4,1,NA,american,english,7,5,5,1,1,1,3,2,NA,NA,NA,NA,50,"hate, racism, lieing, cheating, ignoring others, indulgance, sloth, greed, no charity, revenge, anger",hate,Hatred,racism,Racism,lieing,Dishonesty,cheating,Cheating,ignoringothers,Egocentrism,indulgance,Excess,sloth,Laziness,greed,Greed,nocharity,Uncharitable,revenge,Revenge,anger,Anger,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,7,3,2,5,3,10,5,5,to see if religion made you give or keep the money,yes,no,1000,2,5
R_2R1ymw20ttgSVjM,1,1,3,1,40,6,1,NA,USA,English,10,4,2,1,1,1,3,2,NA,NA,NA,NA,50,Gluttony / pride / vice / lust / greed / sloth / wrath / envy / killing  / stealing,Gluttony,Greed,pride,Pride,vice,Vice,lust,Dishonesty,greed,Greed,sloth,Laziness,wrath,Wrath,envy,Envy,killing,Murder,stealing,Theft,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,5,4,1,1,1,5,3,1,whether we are honest people,Yes,no,5000,3,7
R_2R55LIJzxiWZ1e6,0,0,4,2,57,4,1,NA,American,English,5,3,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,lying / lovelessness / evilness / stealing / murder / self-centeredness / sexual sin / disobedience / bullying / laziness / ,lying,Dishonesty,lovelessness,Unloving,evilness,Evil,stealing,Theft,murder,Murder,self-centeredness,Egocentrism,sexualsin,Sexual Immorality,disobedience,Disobedience,bullying,Bullying,laziness,Laziness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,8,3,4,8,7,10,10,4,Our views on religion and God,Yes,no,2000,2,NA
R_2rAZk0K8JaXYrq5,0,0,2,1,48,5,1,NA,Irish American,English,8,5,1,1,1,1,3,2,NA,NA,NA,NA,50,Being unfaithful / Worshiping other Gods  / Homosexuality / Greed / Selfishness / Lying / Overeating / Coveting others / war / Lawyers / ,Beingunfaithful,Unfaithful,WorshipingotherGods,False Idols,Homosexuality,Homosexuality,Greed,Greed,Selfishness,Greed,Lying,Dishonesty,Overeating,Overeating,Covetingothers,Covetousness,war,War,Lawyers,Lawyers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,9,4,8,10,10,10,10,3,My Faith. Both in others and in God himself.,absolutely. They were very respectful.,"Yes. The bible says that ""God has sheep in other pastures."" How many Christians think that there is Gods people on other planets in the Universe would be interesting to know.  / Personally as an Engineer with a minor in Mathematics I KNOW there is because when there are infinite planets out there ANY chance of life means infinite planets with life. Not only IS it a simple math equation (anything times infinity = infinity except 0), but God also told us there were.",2000,3,5
R_2rHhIXpUJ1Rl18I,1,1,1,2,34,6,1,NA,American,English,8,7,5,1,1,3,2,2,1,1,3,2,50,dishonesty / cruelty / lying / racism / murder / rape / child abuse / stealing / greed / laziness,dishonesty,Dishonesty,cruelty,Cruelty,lying,Dishonesty,racism,Racism,murder,Murder,rape,Rape,childabuse,Child Abuse,stealing,Theft,greed,Greed,laziness,Laziness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,6,7,7,6,7,6,7,3,religion,yes,no,10,1,5
R_2s0SQ9qq3aXgIxm,0,0,1,2,31,6,1,NA,US,English,7,5,6,1,1,1,3,2,NA,NA,NA,NA,50,"selfishness, pride, disrespect/unkindness, lust, gossip, disinterest, racism, stingyness, ignoring God, ignoring others",selfishness,Selfishness,pride,Pride,disrespect/unkindness,Disrespectful,lust,Dishonesty,gossip,Gossip,disinterest,Apathy,racism,Racism,stingyness,Greed,ignoringGod,Ignoring Him,ignoringothers,Ignoring Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,4,5,8,7,8,8,7,3,if religious views make us more generous,acceptable,unknown,2000,1,2
R_2SDC5m1nDeQkNlM,1,0,4,2,66,4,1,NA,American,English,7,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,killing / being gay / lying / stealing / infidelity / cheating / drugs / hate / adultery / judging others / not forgiving,killing,Murder,beinggay,Homosexuality,lying,Dishonesty,stealing,Theft,infidelity,Infidelity,cheating,Cheating,drugs,Drugs/Alcohol,hate,Hatred,adultery,Adultery,judgingothers,Judgemental,notforgiving,Unforgiving,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,8,1,8,8,7,10,9,3,"Personal beliefs, how we see the world",Yes,No,2500,3,NA
R_2SI91xVglNF1C0j,0,1,4,1,57,4,1,NA,American,English,3,5,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,lying / cheating / mistreating poor / being selfish / pridefulness / envy / hate / hypocrisy / stealing / dishonesty / ,lying,Dishonesty,cheating,Cheating,mistreatingpoor,Mistreating the Poor,beingselfish,Selfishness,pridefulness,Pride,envy,Envy,hate,Hatred,hypocrisy,Hypocrisy,stealing,Theft,dishonesty,Dishonesty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,7,4,4,3,3,8,7,3,How people feel about God,"*Assuming* that 'religion' is oriented around a monotheistic paradigm, yes.  These days, more people than ever relate to a pantheistic, polytheistic or even non-theistic religion (or no religion at all) -- they may find your questions hard to answer.","Since you asked about what *displeases* God, it seems plausible that you should have asked the counter-question: what *pleases* God?  ",3000,3,NA
R_2TB6F1d1uBWGSJf,0,1,4,2,57,2,1,NA,USA,english,4,7,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,murder / lying / stealing / cheating / boasting / not sharing / no compassion / money hungry / hoarding / adultery /  /  /  /  / ,murder,Murder,lying,Dishonesty,stealing,Theft,cheating,Cheating,boasting,Boastful,notsharing,Greed,nocompassion,No Compassion,moneyhungry,Love of Money,hoarding,Greed,adultery,Adultery,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,8,5,1,5,7,8,5,4,no idea,yes,no,15000,1,NA
R_2TnomwtJ7Jf6tUg,0,0,4,2,27,5,2,NA,american,english,5,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,lying / cheating / stealing / killing / pre marry sex / being un carring / disrespectful / cursing / disobeying / being ungrateful,lying,Dishonesty,cheating,Cheating,stealing,Theft,killing,Murder,premarrysex,Premarital Sex,beinguncarring,Apathy,disrespectful,Disrespectful,cursing,Cursing,disobeying,Disobedience,beingungrateful,Ungratefulness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,5,3,5,10,4,10,8,3,people views,sure,no,2150,3,NA
R_2Tzbulsyux6CN0o,0,0,4,2,27,5,1,NA,American,English,6,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stealing / killing / cheating / jealousy / anger / greediness / laziness / over pridefull / gluttony / lusting / ,Stealing,Theft,killing,Murder,cheating,Cheating,jealousy,Jealousy,anger,Anger,greediness,Greed,laziness,Laziness,overpridefull,Pride,gluttony,Greed,lusting,Lust,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,7,4,2,3,2,10,10,3,Im not sure at all.,yes.,No,500,2,NA
R_2TztS28ugpdeYj5,0,1,3,2,60,5,1,NA,American,English,6,3,1,1,1,1,3,2,NA,NA,NA,NA,50,1.  Deceitfulness / 2.  Murder / 3.  Greed / 4.  Selfishness / 5.  Being cruel / 6.  Slander / 7.  Ignoring parents / 8.  Cheating / 9.  Blasphemy / 10.Adultery  / 11.Stealing / 12.Being prejudice / 13.Hating neighbors / 14.Abusing drugs / 15.Mishandling nature  ,1.Deceitfulness,Dishonesty,2.Murder,Murder,3.Greed,Greed,4.Selfishness,Selfishness,5.Beingcruel,Cruelty,6.Slander,Slander,7.Ignoringparents,Disrespectful of Parents,8.Cheating,Cheating,9.Blasphemy,Blasphemy,10.Adultery,Adultery,11.Stealing,Theft,12.Beingprejudice,Prejudice,13.Hatingneighbors,Hatred,14.Abusingdrugs,Drugs/Alcohol,15.Mishandlingnature,Environment,NA,NA,NA,NA,2,NA,8,NA,10,2,6,10,4,10,10,3,Faith and trust in my fellow man.  Which I still have.  One selfish deed by another person is expected in one's lifetime.,Yes they made sense.,How much faith I have in other people,1500,2,7
R_2uJnjLf2MC0Ur78,1,0,2,2,30,5,1,NA,American,English,4,2,2,1,1,1,1,2,1,3,3,2,50,"Sinning, lying, killing, cussing, false idols, adultery, stealing, cheating, coveting, bullying, judging others",Sinning,Sin,lying,Dishonesty,killing,Murder,cussing,Cursing,falseidols,Idolatry,adultery,Adultery,stealing,Theft,cheating,Cheating,coveting,Covetousness,bullying,Bullying,judgingothers,Judgemental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,10,2,8,8,7,10,10,5,How does faith affect decisions ,Yes,No,75,2,5
R_2VdNETlz2m0JhHM,1,0,2,1,26,4,5,NA,USA,English,2,3,2,1,1,1,2,2,1,1,3,2,50,Lying / Stealing / Cheating / Killing / Hurting others / Hurting animals / Adultry / Hurting children / Not sharing / Greed / ,Lying,Dishonesty,Stealing,Theft,Cheating,Cheating,Killing,Murder,Hurtingothers,Violence,Hurtinganimals,Abusing Animals,Adultry,Adultery,Hurtingchildren,Child Abuse,Notsharing,Greed,Greed,Greed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,4,2,2,3,2,4,3,1,Religio. and views of others.,"Yes, I thought everything was great, thank you!",No,5000,3,6
R_2VDzeHoX3wcHVSU,0,1,4,2,40,4,1,NA,American ,English ,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lying / cheating  / stealing / harming others / murder / being unkind / being faithless / untrustworthy  / doing drugs / being promiscuous,Lying,Dishonesty,cheating,Cheating,stealing,Theft,harmingothers,Violence,murder,Murder,beingunkind,Cruelty,beingfaithless,Atheism,untrustworthy,Dishonest,doingdrugs,Drugs/Alcohol,beingpromiscuous,Promiscuity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,10,4,5,10,5,10,8,2,my religious beliefs ,Yes I do think that you were. ,I can not think of any. ,1506,2,NA
R_2veMsw9ciPK7niS,0,1,4,2,47,5,1,NA,American,English,9,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,lying / stealing / hate / anger / worry / cheating on spouse / sex out of marriage / murder / not believing in Him / envy,lying,Dishonesty,stealing,Theft,hate,Hatred,anger,Anger,worry,Worry,cheatingonspouse,Infidelity,sexoutofmarriage,Premarital Sex,murder,Murder,notbelievinginHim,Atheism,envy,Envy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,8,3,8,8,8,10,10,4,Belief systems,Yes,Can't think of anything,400,1,NA
R_2VF8s54BM5nkoWm,0,1,4,2,63,6,1,NA,United States,English,6,5,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lying / Being untrustworthy / Being dishonest / Greediness / Not helping others / Killing/destroying something / Unfaithfulness  / Unbelieving / Being lazy / Crime /  /  / ,Lying,Dishonesty,Beinguntrustworthy,Dishonest,Beingdishonest,Dishonesty,Greediness,Greed,Nothelpingothers,Unhelpfulness,Killing,Murder,destroyingsomething,Destruction,Unfaithfulness,Unfaithful,Unbelieving,Atheism,Beinglazy,Laziness,Crime,Crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,6,3,5,7,3,6,5,3,What kinds of things influence our belief in God and what does our belief system focus on as to God's likes and dislikes in what we do.,Yes,Not that I can think of,9003,3,NA
R_2wBpPiN23hoO7VA,0,0,2,1,35,6,1,NA,United States,English,8,1,1,1,1,3,2,2,1,1,3,2,50,Adultery / Homosexuality / Murder (not occurring in self-defense) / Divorce / Dishonesty / Cheating / Stealing / Coveting / Premarital Sex / Violence / Injustice,Adultery,Adultery,Homosexuality,Homosexuality,Murder(notoccurringinself-defense),Murder,Divorce,Divorce,Dishonesty,Dishonesty,Cheating,Cheating,Stealing,Theft,Coveting,Covetousness,PremaritalSex,Premarital Sex,Violence,Violence,Injustice,Injustice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,5,1,6,2,2,10,10,3,"Our decision in the interaction game, relative to our religious views/beliefs.","Yes, to all.",n/a,16000,2,5
R_2wnsuYPBICXn62w,1,0,1,2,51,2,1,NA,USA,English,5,7,6,1,1,1,1,2,1,1,3,2,50,arrogance / greed / being ungrateful / harming others / ignoring poor / laziness / lying / creating dissension / scheming evil / unforgiveness,arrogance,Arrogance,greed,Greed,beingungrateful,Ungratefulness,harmingothers,Violence,ignoringpoor,Ignoring the Poor,laziness,Laziness,lying,Dishonesty,creatingdissension,Promoting Chaos,schemingevil,Evil,unforgiveness,Unforgiving,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,10,2,1,10,10,10,10,3,How people's religious beliefs affect their decision making. ,"Yes, I felt that your questions were respectful, thoughtful, and they made sense. ","The questions that you asked seemed comprehensive in this context, so I can think of no others that you should have asked. ",2500,2,7
R_2wtdteiqP3rtI7R,0,0,4,2,44,5,1,NA,American,English,8,5,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,lying / stealing / jealousy / envy / hatred / selfishness / other gods / false worship / dishonor parents / being stingy / ,lying,Dishonesty,stealing,Theft,jealousy,Jealousy,envy,Envy,hatred,Hatred,selfishness,Selfishness,othergods,Idolatry,falseworship,Idolatry,dishonorparents,Disrespectful of Parents,beingstingy,Greed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,7,2,5,10,4,10,7,1,If someone can be sure of things or God or animals that they can not see.,yes,n/a,5000,2,NA
R_2xY4b5ojnMjJDbL,0,0,3,1,40,4,3,NA,USA,English,7,4,4,1,1,1,3,2,NA,NA,NA,NA,50,Murder / adultery / stealing / idolatry / lie / cheat / being selfish / kicking puppies / eating babies / worshiping demons / ,Murder,Murder,adultery,Adultery,stealing,Theft,idolatry,Idolatry,lie,Dishonesty,cheat,Cheating,beingselfish,Selfishness,kickingpuppies,Abusing Animals,eatingbabies,Eating Babies,worshipingdemons,Satanism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,4,5,7,2,2,5,4,1,Religion,somewhat,Not really,1000,1,6
R_2Y3QoC8v4u5Me0N,0,0,3,2,59,3,1,NA,USA,english,4,5,5,1,1,1,2,2,1,1,3,1,50,lying / cheating / stealing / being unkind / adultery / not being forgiving / blasphemy / not caring for others / swearing / divorce / ,lying,Dishonesty,cheating,Cheating,stealing,Theft,beingunkind,Cruelty,adultery,Adultery,notbeingforgiving,Unforgiving,blasphemy,Blasphemy,notcaringforothers,Apathy,swearing,Cursing,divorce,Divorce,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,5,8,1,4,2,6,4,1,I am not positive,I had no problems with the questions,no,5000,3,5
R_2YfdmkxI9eDLNXo,1,1,1,1,52,6,1,NA,US,English,8,2,2,1,1,1,3,2,NA,NA,NA,NA,50,Murder / Idolatry / Theft / Greed / Arrogance / Lying / Sexual immorality / Gluttony / Anger / Sloth,Murder,Murder,Idolatry,Idolatry,Theft,Theft,Greed,Greed,Arrogance,Arrogance,Lying,Dishonesty,Sexualimmorality,Sexual Immorality,Gluttony,Greed,Anger,Anger,Sloth,Laziness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,9,3,9,10,9,10,10,3,Trust,Yes,No,500,3,4
R_2ykN1KcPxDICHBN,1,0,3,1,36,6,1,NA,American,English,8,6,6,1,1,1,3,2,NA,NA,NA,NA,0,Sin / Lying / Assault / Stealing / Adultery / Cursing / Cheating / Skipping church / Divorce / Killing,Sin,Sin,Lying,Dishonesty,Assault,Violence,Stealing,Theft,Adultery,Adultery,Cursing,Cursing,Cheating,Cheating,Skippingchurch,Sabbath Maintenance,Divorce,Divorce,Killing,Murder,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,5,3,3,5,3,8,7,3,Religion and giving,Yes,No,900,3,5
R_2YndD8THGxE0xBv,1,0,3,1,54,6,1,NA,usa,english,7,2,2,1,1,1,3,2,NA,NA,NA,NA,50,hypocrisy / sexual deviancy / theft / idol worship / mistreatment / selfishness / uncaring attitudes / arrogance / hatred / drunkenness,hypocrisy,Hypocrisy,sexualdeviancy,Sexual Immorality,theft,Theft,idolworship,Idolatry,mistreatment,Cruelty,selfishness,Selfishness,uncaringattitudes,Apathy,arrogance,Arrogance,hatred,Hatred,drunkenness,Drugs/Alcohol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,6,2,8,8,8,9,9,4,how we trust others,yes,no,200,3,4
R_2YVT3gzDbnxerMT,0,0,2,2,28,5,3,NA,American,English,4,1,1,1,1,1,1,2,1,1,3,2,50,"murder, stealing, lying, cheating, fornication, making idols out of things, taking His name in vain, not honoring your father and mother, pride, greed, ",murder,Murder,stealing,Theft,lying,Dishonesty,cheating,Cheating,fornication,Premarital Sex,makingidolsoutofthings,Idolatry,takingHisnameinvain,Blasphemy,nothonoringyourfatherandmother,Disrespectful of Parents,pride,Pride,greed,Greed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,5,1,7,10,10,10,10,3,What people think about religion.,Yes.,No.,15320,3,7
R_2YYdDGTrPD4CKll,0,1,2,1,37,5,1,NA,American,English,9,2,3,1,1,1,3,2,NA,NA,NA,NA,50,Stealing / Lying / Infidelity / Murder / Pride / Lust / Disobedience to Authority / Lukewarm devotion / Covetousness / Abuse,Stealing,Theft,Lying,Dishonesty,Infidelity,Infidelity,Murder,Murder,Pride,Pride,Lust,Lust,DisobediencetoAuthority,Disobedience,Lukewarmdevotion,Not Devoted Enough,Covetousness,Covetousness,Abuse,Abuse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,5,2,8,9,6,10,10,4,Something about the strength of people's religious beliefs,Yes,Not that I can think of,18000,3,7
R_2zHhBB7bUHjUbii,0,1,1,2,71,5,1,NA,USA,English,6,6,5,1,1,1,1,1,1,1,2,2,50,lying / cheating / swearing / taking the lord's name in vain / being miserly / bigamy / stealing / being vain / killing someone or something (animal) / worshiping false idols / worshiping money or worldly things / not honoring your parents / adultry,lying,Dishonesty,cheating,Cheating,swearing,Cursing,takingthelord'snameinvain,Blasphemy,beingmiserly,Greed,bigamy,Bigamy,stealing,Theft,beingvain,Vanity,killingsomeoneorsomething(animal),Murder,worshipingfalseidols,Idolatry,worshipingmoneyorworldlythings,Materialism,nothonoringyourparents,Disrespectful of Parents,adultry,Adultery,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,8,6,2,9,8,8,9,2,"First, how you treat others (giving them money when they gave you some.)  How your religious beliefs influence how you treat others.  How your religious belief influences your political beliefs.",yes,no,100,1,6
